yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
197512,90.19,3.68,7.96,0.876338851,0.0544,0.0879,0.1056,0.0805,0.023711966,0.0048,0.003616637,0.039,0.0442,0.0013308,-0.000465116,-0.010485,-0.012296
197601,100.86,3.6833,8.1933,0.765933886,0.0487,0.086,0.1041,0.0802,0.021852182,0.0047,0.001801802,0.009,0.0188,0.001978283,-0.000110293,0.120143,0.118545
197602,99.71,3.6867,8.4267,0.76803652,0.0488,0.0855,0.1024,0.0802,0.022233093,0.0034,0.003597122,0.0062,0.0061,0.001221439,-0.000170784,-0.005756,-0.01162
197603,102.77,3.69,8.66,0.784031217,0.05,0.0852,0.1012,0.0792,0.015072131,0.004,0.001792115,0.0166,0.0167,0.001265716,-0.000438798,0.03264,0.030786
197604,101.64,3.7133,8.8567,0.78607614,0.0486,0.084,0.0994,0.0797,0.014239485,0.0042,0.003577818,0.0018,-0.0015,0.001007132,-0.00135341,-0.00961,-0.010699
197605,100.18,3.7367,9.0533,0.803502764,0.052,0.0858,0.0986,0.0821,0.014148321,0.0037,0.007130125,-0.0158,-0.0103,0.00093647,-0.0010527,-0.008116,-0.015026
197606,104.28,3.76,9.25,0.781427631,0.0541,0.0862,0.0989,0.0807,0.018925031,0.0043,0.005309735,0.0208,0.015,0.000971582,-0.001277583,0.043959,0.042158
197607,103.44,3.79,9.35,0.795823854,0.0523,0.0856,0.0982,0.0805,0.018842771,0.0047,0.00528169,0.0078,0.0149,0.000487152,-0.001441104,-0.007202,-0.008454
197608,102.91,3.82,9.45,0.804732269,0.0514,0.0845,0.0964,0.079,0.020629528,0.0042,0.005253941,0.0211,0.0231,0.000744522,-0.001297757,0.001599,-0.004982
197609,105.24,3.85,9.55,0.791363274,0.0508,0.0838,0.094,0.0781,0.023782658,0.0044,0.003484321,0.0145,0.0167,0.000890688,-0.001456697,0.024421,0.02267
197610,102.9,3.9167,9.67,0.812079633,0.0492,0.0832,0.0929,0.0779,0.025569126,0.0041,0.005208333,0.0084,0.007,0.001269993,-0.00115663,-0.020211,-0.021995
197611,102.1,3.9833,9.79,0.827262938,0.0475,0.0825,0.0923,0.0749,0.027895429,0.004,0.001727116,0.0339,0.0319,0.001117925,-0.00092241,-0.001041,-0.008628
197612,107.46,4.05,9.91,0.779973125,0.0435,0.0798,0.0912,0.0721,0.028566554,0.004,0.003448276,0.0327,0.0347,0.000576227,-0.001122704,0.053775,0.05217
197701,102.03,4.0967,9.9667,0.821065205,0.0462,0.0796,0.0908,0.0764,0.029599797,0.0036,0.005154639,-0.0388,-0.0303,0.00069563,-0.001592844,-0.049654,-0.051167
197702,99.82,4.1433,10.0233,0.836803998,0.0467,0.0804,0.0912,0.0775,0.027970217,0.0035,0.01025641,-0.0049,-0.002,0.000334676,-0.001653703,-0.015638,-0.0224
197703,98.42,4.19,10.08,0.868429928,0.046,0.081,0.0912,0.0772,0.030338357,0.0038,0.00676819,0.0091,0.0094,0.000665733,-0.001732089,-0.012502,-0.014548
197704,98.44,4.2467,10.1933,0.86115007,0.0454,0.0804,0.0907,0.0771,0.03114003,0.0038,0.008403361,0.0071,0.01,0.000984851,-0.0016387,0.000641,-0.000503
197705,96.12,4.3033,10.3067,0.888211337,0.0496,0.0805,0.0901,0.0765,0.03531547,0.0037,0.005,0.0125,0.0106,0.000634802,-0.001354182,-0.015064,-0.023541
197706,100.48,4.36,10.42,0.871112081,0.0502,0.0795,0.0891,0.0754,0.0319411,0.004,0.006633499,0.0164,0.0175,0.000563365,-0.001593585,0.047776,0.045705
197707,98.85,4.4067,10.5167,0.896783399,0.0519,0.0794,0.0887,0.0768,0.033181837,0.0042,0.004942339,-0.007,-0.0005,0.000594708,-0.001686821,-0.015453,-0.016589
197708,96.77,4.4533,10.6133,0.92653426,0.0549,0.0798,0.0882,0.0754,0.033750387,0.0044,0.003278689,0.0198,0.0136,0.000582446,-0.001666359,-0.01231,-0.020221
197709,96.53,4.5,10.71,0.942262516,0.0581,0.0792,0.088,0.0764,0.032367587,0.0043,0.003267974,-0.0029,-0.0022,0.000463196,-0.001802691,-0.000825,-0.003084
197710,92.34,4.5567,10.77,0.975377284,0.0616,0.0804,0.0889,0.0781,0.032775137,0.0049,0.003257329,-0.0093,-0.0038,0.000726173,-0.001257046,-0.041984,-0.043869
197711,94.83,4.6133,10.83,0.96203447,0.061,0.0808,0.0895,0.0777,0.02921673,0.005,0.00487013,0.0093,0.0061,0.001387547,-0.001290008,0.036752,0.026953
197712,95.1,4.67,10.89,0.960333025,0.0607,0.0819,0.0899,0.0803,0.030475399,0.0049,0.003231018,-0.0168,-0.0105,0.000626627,-0.00183389,0.00557,0.003637
197801,89.25,4.7133,10.9,1.036731089,0.0644,0.0841,0.0917,0.0816,0.028814248,0.0049,0.006441224,-0.008,-0.0089,0.00090805,-0.001893361,-0.060643,-0.062611
197802,87.04,4.7567,10.91,1.075567294,0.0645,0.0847,0.092,0.0822,0.031168988,0.0046,0.0064,0.0004,0.0051,0.000669895,-0.001551213,-0.01626,-0.024938
197803,89.21,4.8,10.92,1.111492553,0.0629,0.0847,0.0922,0.0831,0.027569598,0.0053,0.007949126,-0.0021,0.0042,0.000622857,-0.001381708,0.026925,0.024356
197804,96.83,4.8367,11.0233,1.005350404,0.0629,0.0856,0.0932,0.0838,0.022945989,0.0054,0.007886435,-0.0005,-0.0023,0.001741181,-0.001986056,0.088964,0.087593
197805,97.24,4.8733,11.1267,1.001415639,0.0641,0.0869,0.0949,0.0852,0.016559459,0.0051,0.009389671,-0.0058,-0.0108,0.001085055,-0.002333434,0.013719,0.004436
197806,95.53,4.91,11.23,1.027901581,0.0673,0.0876,0.096,0.0865,0.016523465,0.0054,0.010852713,-0.0062,0.0023,0.001027414,-0.001834939,-0.016578,-0.018953
197807,100.68,4.9467,11.3433,0.976260336,0.0701,0.0888,0.096,0.0858,0.014671414,0.0056,0.007668712,0.0143,0.0101,0.00084993,-0.001500183,0.056974,0.055121
197808,103.29,4.9833,11.4567,0.960060218,0.0708,0.0869,0.0948,0.0843,0.012002708,0.0056,0.00456621,0.0218,0.0257,0.001002238,-0.001831664,0.033641,0.025563
197809,102.54,5.02,11.57,0.972257513,0.0785,0.0869,0.0942,0.086,0.012703906,0.0062,0.007575758,-0.0106,-0.0048,0.000947977,-0.002599305,-0.005163,-0.007483
197810,93.15,5.0367,11.8233,1.062275222,0.0799,0.0889,0.0959,0.0889,0.014350552,0.0068,0.009022556,-0.02,-0.0205,0.002100023,-0.00187022,-0.08957,-0.092269
197811,94.7,5.0533,12.0767,1.053527402,0.0864,0.0903,0.0983,0.0877,0.014089272,0.007,0.004470939,0.0189,0.0134,0.003180889,-0.001861131,0.026771,0.0174
197812,96.11,5.07,12.33,1.045701296,0.0908,0.0916,0.0994,0.0898,0.014850552,0.0078,0.004451039,-0.013,-0.0133,0.00166563,-0.001548154,0.016627,0.014264
197901,99.93,5.1133,12.6533,1.003074283,0.0935,0.0925,0.1013,0.0886,0.014387533,0.0077,0.008862629,0.0191,0.0184,0.001001113,-0.001849819,0.042697,0.040161
197902,96.28,5.1567,12.9767,1.040775451,0.0932,0.0926,0.1008,0.0908,0.01222771,0.0073,0.011713031,-0.0135,-0.0128,0.000814081,-0.001314727,-0.028649,-0.036958
197903,101.59,5.2,13.3,1.033078939,0.0948,0.0937,0.1026,0.0902,0.011670308,0.0081,0.010130246,0.0129,0.0106,0.000800733,-0.001349922,0.057361,0.054825
197904,101.76,5.2467,13.5267,1.041876243,0.0946,0.0938,0.1033,0.0922,0.011570314,0.008,0.011461318,-0.0112,-0.0052,0.000646835,-0.001558234,0.004183,0.002218
197905,99.08,5.2933,13.7533,1.083141804,0.0961,0.095,0.1047,0.0903,0.014183159,0.0082,0.012747875,0.0261,0.0228,0.000924227,-0.001432578,-0.016818,-0.026303
197906,102.91,5.34,13.98,1.057863607,0.0906,0.0929,0.1038,0.0877,0.012068377,0.0081,0.011188811,0.0311,0.0269,0.000571481,-0.001327684,0.040324,0.037792
197907,103.81,5.3967,14.1967,1.052314454,0.0924,0.092,0.1029,0.0895,0.009678248,0.0077,0.011065007,-0.0085,-0.0031,0.000707685,-0.000954076,0.012051,0.009737
197908,109.32,5.4533,14.4133,1.003458648,0.0952,0.0923,0.1035,0.0907,0.011569079,0.0077,0.009575923,-0.0035,0.0006,0.00050648,-0.001171412,0.061865,0.053222
197909,109.32,5.51,14.63,1.013794987,0.1026,0.0944,0.1054,0.0927,0.009403924,0.0083,0.010840108,-0.0122,-0.0179,0.001233066,-0.001419556,0.001416,-0.000872
197910,101.82,5.5567,14.7067,1.091945568,0.117,0.1013,0.114,0.1034,0.010209545,0.0087,0.008042895,-0.0841,-0.089,0.002589299,-0.001255481,-0.06556,-0.068517
197911,106.16,5.6033,14.7833,1.083115462,0.1179,0.1076,0.1199,0.1009,0.010778694,0.0099,0.009308511,0.0311,0.0222,0.001558381,-0.000844509,0.052777,0.04357
197912,107.94,5.65,14.86,1.061950068,0.1204,0.1074,0.1206,0.1012,0.010514465,0.0095,0.010540185,0.0057,-0.0108,0.000469642,-0.000371131,0.01834,0.015892
198001,114.16,5.7,15.0033,1.016954958,0.12,0.1109,0.1242,0.1114,0.011297471,0.008,0.014341591,-0.0741,-0.0645,0.001906406,-0.000295125,0.061308,0.058935
198002,113.66,5.75,15.1467,1.03192993,0.1286,0.1238,0.1357,0.1186,0.010827185,0.0089,0.014138818,-0.0467,-0.0665,0.001897618,-0.000821168,0.002611,-0.005574
198003,102.09,5.8,15.29,1.093732103,0.152,0.1296,0.1445,0.1239,0.011877445,0.0121,0.015209126,-0.0315,-0.0062,0.004621894,-0.000484608,-0.097518,-0.100096
198004,106.29,5.8467,15.1733,1.05181994,0.132,0.1204,0.1419,0.1076,0.015346847,0.0126,0.011235955,0.1523,0.1376,0.002745549,-0.000265001,0.042394,0.039877
198005,111.24,5.8933,15.0567,1.010048775,0.0858,0.1099,0.1317,0.1037,0.01505186,0.0081,0.009876543,0.0419,0.056,0.001509717,-0.000153969,0.05556,0.046651
198006,114.24,5.94,14.94,0.990183427,0.0707,0.1058,0.1271,0.1006,0.015304388,0.0061,0.011002445,0.0359,0.0341,0.001371085,0.000420313,0.029722,0.026895
198007,121.67,5.9833,14.84,0.918829919,0.0806,0.1107,0.1265,0.1074,0.020154038,0.0053,0,-0.0476,-0.0429,0.001362831,0.000749011,0.0682,0.06563
198008,122.38,6.0267,14.74,0.921519639,0.0913,0.1164,0.1315,0.114,0.019949844,0.0064,0.007255139,-0.0432,-0.0445,0.001708158,0.00081825,0.013454,0.00603
198009,125.46,6.07,14.64,0.921687652,0.1027,0.1202,0.137,0.1185,0.02379604,0.0075,0.008403361,-0.0262,-0.0237,0.002657406,0.000765403,0.027935,0.025155
198010,127.47,6.1,14.7,0.929593614,0.1162,0.1231,0.1423,0.1231,0.022769186,0.0095,0.00952381,-0.0263,-0.0159,0.002190644,0.001445663,0.017809,0.014742
198011,140.52,6.13,14.76,0.865161979,0.1373,0.1297,0.1464,0.123,0.021949275,0.0096,0.008254717,0.01,0.0017,0.002419072,0.001311848,0.10991,0.103015
198012,135.76,6.16,14.82,0.891503024,0.1549,0.1321,0.1514,0.1199,0.026816375,0.0131,0.009356725,0.0352,0.0248,0.002951529,0.001020158,-0.030634,-0.033006
198101,129.55,6.2,14.74,0.907238697,0.1502,0.1281,0.1503,0.1211,0.028695433,0.0104,0.00811124,-0.0115,-0.013,0.001597435,0.000710586,-0.04337,-0.045036
198102,131.27,6.24,14.66,0.881815757,0.1479,0.1335,0.1537,0.1283,0.030009373,0.0107,0.010344828,-0.0435,-0.0269,0.001530909,0.000731569,0.021267,0.013492
198103,136,6.28,14.58,0.924920557,0.1336,0.1333,0.1534,0.1248,0.027939298,0.0121,0.006825939,0.0384,0.0311,0.002075944,0.000448875,0.038285,0.035426
198104,132.81,6.3167,14.7233,0.930593836,0.1369,0.1388,0.1556,0.1332,0.027352012,0.0108,0.006779661,-0.0518,-0.0769,0.000832003,0.000415848,-0.020211,-0.021967
198105,132.59,6.3533,14.8667,0.936223847,0.163,0.1432,0.1595,0.1265,0.028844618,0.0115,0.007856341,0.0622,0.0595,0.000921688,-3.183E-07,0.006539,-0.001124
198106,131.21,6.39,15.01,0.950474982,0.1473,0.1375,0.158,0.1304,0.027893437,0.0135,0.008908686,-0.0179,0.0023,0.000995543,-5.70271E-05,-0.008255,-0.01118
198107,130.92,6.4333,15.0967,0.974966924,0.1495,0.1438,0.1617,0.137,0.025590219,0.0124,0.011037528,-0.0353,-0.0372,0.001102989,-0.000324294,0.000714,-0.000946
198108,122.79,6.4767,15.1833,1.053354056,0.1551,0.1489,0.1634,0.1445,0.026991742,0.0128,0.007641921,-0.0386,-0.0345,0.001824938,-0.00080864,-0.05554,-0.063659
198109,116.18,6.52,15.27,1.092378644,0.147,0.1549,0.1692,0.1482,0.02148337,0.0124,0.009750813,-0.0145,-0.0199,0.002761174,-0.000542183,-0.050466,-0.0535
198110,121.89,6.5567,15.3,1.089085684,0.1354,0.154,0.1711,0.1384,0.014897108,0.0121,0.002145923,0.0829,0.0521,0.002078252,-0.000818499,0.052115,0.048694
198111,126.35,6.5933,15.33,1.044455443,0.1086,0.1422,0.1639,0.122,0.015672826,0.0107,0.003211991,0.141,0.1267,0.001504003,-0.001017162,0.043827,0.035918
198112,122.55,6.63,15.36,1.061142857,0.1085,0.1423,0.1655,0.1334,0.011909646,0.0087,0.003201708,-0.0713,-0.058,0.000905798,-0.001279466,-0.027059,-0.029745
198201,120.4,6.66,15.1767,1.065893698,0.1228,0.1518,0.171,0.1415,0.010700487,0.008,0.003191489,0.0046,-0.0129,0.002521933,-0.001882769,-0.015367,-0.016874
198202,113.11,6.69,14.9933,1.126287316,0.1348,0.1527,0.1718,0.1402,0.010506098,0.0092,0.003181336,0.0182,0.0312,0.001918232,-0.002061765,-0.050441,-0.059588
198203,111.96,6.72,14.81,1.185750574,0.1268,0.1458,0.1682,0.1387,0.005548433,0.0098,-0.001057083,0.0231,0.0306,0.001795226,-0.001889145,-0.006805,-0.010463
198204,116.44,6.75,14.5967,1.149983498,0.127,0.1446,0.1678,0.1348,0.002923686,0.0113,0.004232804,0.0373,0.0338,0.001246821,-0.001933742,0.04155,0.040063
198205,111.88,6.78,14.3833,1.190423896,0.1209,0.1426,0.1664,0.1358,-0.000958184,0.0106,0.009483667,0.0034,0.0245,0.000854816,-0.00211736,-0.029505,-0.039834
198206,109.61,6.81,14.17,1.201581417,0.1247,0.1481,0.1692,0.1412,0.00121303,0.0096,0.012526096,-0.0223,-0.0468,0.001490293,-0.002177932,-0.015779,-0.018934
198207,107.09,6.8233,13.9667,1.206529805,0.1135,0.1461,0.168,0.1352,-0.011551892,0.0105,0.005154639,0.0501,0.054,0.000958583,-0.002062527,-0.020199,-0.022058
198208,119.51,6.8367,13.7633,1.082424471,0.0868,0.1371,0.1632,0.1254,-0.00285763,0.0076,0.002051282,0.0781,0.0837,0.006415933,-0.002222557,0.127402,0.116647
198209,120.42,6.85,13.56,1.088535565,0.0792,0.1294,0.1563,0.1183,0.000550709,0.0051,0.002047083,0.0618,0.0623,0.002131294,-0.001863136,0.010496,0.007717
198210,133.71,6.8567,13.2533,0.983745412,0.0771,0.1212,0.1473,0.1112,0.006557832,0.0059,0.003064351,0.0634,0.0759,0.006125908,-0.001834703,0.113863,0.111235
198211,138.54,6.8633,12.9467,0.938726811,0.0807,0.1168,0.143,0.1125,0.000958155,0.0063,-0.00203666,-0.0002,0.0201,0.00549165,-0.00185838,0.045754,0.037554
198212,140.64,6.87,12.64,0.932214727,0.0794,0.1183,0.1414,0.1095,0.002990054,0.0067,-0.004081633,0.0312,0.0108,0.002490238,-0.001346349,0.016835,0.014676
198301,145.3,6.8833,12.5667,0.906944315,0.0786,0.1179,0.1394,0.1113,0.00219476,0.0069,0.00204918,-0.0309,-0.0094,0.003280857,-0.00136351,0.035293,0.033317
198302,148.06,6.8967,12.4933,0.876849239,0.0811,0.1201,0.1395,0.106,0.000355881,0.0062,0.001022495,0.0492,0.0428,0.001911642,-0.001380987,0.025733,0.018539
198303,152.96,6.91,12.42,0.780067786,0.0835,0.1173,0.1361,0.1083,0.005993542,0.0063,0,-0.0094,0.0072,0.001571821,-0.001214853,0.03547,0.032459
198304,164.42,6.92,12.4767,0.71888762,0.0821,0.1151,0.1329,0.1051,0.006626844,0.0071,0.007150153,0.035,0.0548,0.001423751,-0.000870607,0.075719,0.074655
198305,162.39,6.93,12.5333,0.734595577,0.0819,0.1146,0.1309,0.1112,0.010428913,0.0069,0.006085193,-0.0386,-0.0324,0.001084614,-0.000639872,-0.005687,-0.0121
198306,168.11,6.94,12.59,0.721382042,0.0879,0.1174,0.1337,0.1119,0.015826551,0.0067,0.003024194,0.0039,-0.0046,0.001399149,-0.000827812,0.03697,0.033719
198307,162.56,6.96,12.8267,0.735061123,0.0908,0.1215,0.1339,0.1198,0.025380209,0.0074,0.004020101,-0.0486,-0.0455,0.002292825,-0.001245016,-0.031238,-0.032321
198308,164.4,6.98,13.0633,0.724822392,0.0934,0.1251,0.1364,0.121,0.019474631,0.0076,0.003003003,0.002,0.0051,0.001369045,-0.001300675,0.015864,0.009484
198309,166.07,7,13.3,0.714847583,0.09,0.1237,0.1355,0.1157,0.023178393,0.0076,0.00499002,0.0505,0.0392,0.001057293,-0.001828432,0.014105,0.010838
198310,163.55,7.03,13.5433,0.719474372,0.0864,0.1225,0.1346,0.1188,0.024744376,0.0076,0.002979146,-0.0132,-0.0025,0.001115356,-0.001702248,-0.013108,-0.014695
198311,166.4,7.06,13.7867,0.690819893,0.0876,0.1241,0.1361,0.1176,0.026636827,0.007,0.001980198,0.0183,0.0142,0.000836303,-0.001596236,0.023846,0.017363
198312,164.93,7.09,14.03,0.700359118,0.09,0.1257,0.1375,0.1197,0.027056897,0.0073,0.000988142,-0.0059,-0.0033,0.000528114,-0.001693727,-0.005749,-0.008699
198401,163.41,7.12,14.44,0.722197644,0.089,0.122,0.1365,0.118,0.030736005,0.0076,0.005923001,0.0244,0.027,0.000794606,-0.002095333,-0.003898,-0.005657
198402,157.06,7.15,14.85,0.763448031,0.0909,0.1208,0.1359,0.1217,0.026701748,0.0071,0.004906771,-0.0178,-0.0172,0.002019477,-0.001928468,-0.034034,-0.039505
198403,159.18,7.18,15.26,0.762475427,0.0952,0.1257,0.1399,0.1253,0.024104936,0.0073,0.001953125,-0.0156,-0.0235,0.001354588,-0.002007952,0.017295,0.013714
198404,160.05,7.2233,15.5733,0.758658979,0.0969,0.1281,0.1431,0.1284,0.022681955,0.0081,0.004873294,-0.0105,-0.0073,0.001035528,-0.001914722,0.006781,0.005229
198405,150.55,7.2667,15.8867,0.803910033,0.0983,0.1328,0.1474,0.1381,0.021514128,0.0078,0.002909796,-0.0516,-0.0483,0.00093305,-0.001741515,-0.053131,-0.059544
198406,153.18,7.31,16.2,0.784351819,0.0987,0.1355,0.1505,0.1374,0.001304065,0.0075,0.002901354,0.015,0.0199,0.001675763,-0.001879243,0.022937,0.018709
198407,150.66,7.3333,16.32,0.796391938,0.1012,0.1344,0.1515,0.1293,-0.001862142,0.0082,0.003857281,0.0693,0.0586,0.000865658,-0.0013404,-0.013765,-0.015641
198408,166.68,7.3567,16.44,0.72542838,0.1047,0.1287,0.1463,0.127,-0.003100834,0.0083,0.003842459,0.0266,0.0307,0.003126833,-0.001444511,0.112438,0.105753
198409,166.1,7.38,16.56,0.736050915,0.1037,0.1266,0.1435,0.1235,-0.009492547,0.0086,0.004784689,0.0342,0.0314,0.000943227,-0.00140754,-0.000064,-0.003292
198410,166.09,7.43,16.5867,0.735642466,0.0974,0.1263,0.1394,0.1173,-0.01352848,0.01,0.002857143,0.0561,0.0572,0.001291848,-0.001874357,0.003331,0.000216
198411,163.58,7.48,16.6133,0.747051996,0.0861,0.1229,0.1348,0.1169,-0.021877207,0.0073,0,0.0118,0.0212,0.00102029,-0.001626786,-0.009841,-0.01495
198412,167.24,7.53,16.64,0.733098377,0.0806,0.1213,0.134,0.117,-0.027196787,0.0064,0,0.0091,0.0128,0.001190105,-0.001127664,0.025556,0.021843
198501,179.63,7.5733,16.5567,0.690255446,0.0776,0.1208,0.1326,0.1127,-0.029905005,0.0065,0.001899335,0.0364,0.0325,0.001635821,-0.001548947,0.076868,0.074737
198502,181.19,7.6167,16.4733,0.691739161,0.0827,0.1213,0.1323,0.1209,-0.024518918,0.0058,0.004739337,-0.0493,-0.0373,0.000745296,-0.001542955,0.014166,0.008886
198503,180.66,7.66,16.39,0.723645779,0.0852,0.1256,0.1369,0.1181,-0.024815769,0.0062,0.003773585,0.0307,0.0179,0.000802286,-0.00187506,-0.000636,-0.00398
198504,179.83,7.6867,16.13,0.72866159,0.0795,0.1223,0.1351,0.1162,-0.022411793,0.0072,0.004699248,0.0242,0.0296,0.00045988,-0.00207819,-0.003704,-0.005413
198505,189.55,7.7133,15.87,0.696892984,0.0748,0.1172,0.1315,0.1062,-0.025480931,0.0066,0.003741815,0.0896,0.082,0.00083386,-0.002188642,0.06274,0.056847
198506,191.85,7.74,15.61,0.686430144,0.0695,0.1094,0.124,0.1055,-0.026607514,0.0055,0.002795899,0.0142,0.0083,0.00074152,-0.002195965,0.016065,0.012925
198507,190.92,7.7733,15.4833,0.68032209,0.0708,0.1097,0.1243,0.1091,-0.024638663,0.0062,0.001858736,-0.018,-0.0121,0.00071863,-0.00212819,-0.003321,-0.005235
198508,188.63,7.8067,15.3567,0.687176258,0.0714,0.1105,0.125,0.1068,-0.024227473,0.0055,0.001855288,0.0259,0.026,0.000629695,-0.002259476,-0.006473,-0.011871
198509,182.08,7.84,15.23,0.68995883,0.071,0.1107,0.1248,0.1082,-0.031294354,0.006,0.002777778,-0.0021,0.0071,0.000865843,-0.002121274,-0.033248,-0.036197
198510,189.82,7.86,15.0233,0.667025635,0.0716,0.1102,0.1236,0.1051,-0.027069342,0.0065,0.003693444,0.0338,0.0329,0.000911764,-0.001917188,0.045079,0.042653
198511,202.17,7.88,14.8167,0.622703158,0.0724,0.1055,0.1199,0.1011,-0.027715873,0.0061,0.00275989,0.0401,0.037,0.000943068,-0.001814477,0.071887,0.06663
198512,211.28,7.9,14.61,0.592692688,0.071,0.1016,0.1158,0.0956,-0.019465082,0.0065,0.002752294,0.0541,0.0469,0.001230076,-0.001721356,0.048156,0.045156
198601,211.78,7.94,14.58,0.5835174,0.0707,0.1005,0.1144,0.0958,-0.019171777,0.0056,0.002744739,-0.0025,0.0045,0.001920158,-0.001847265,0.004706,0.002962
198602,226.92,7.98,14.55,0.536376722,0.0706,0.0967,0.1111,0.0841,-0.017914257,0.0053,-0.002737226,0.1145,0.0752,0.00108929,-0.001991718,0.076525,0.071556
198603,238.9,8.02,14.52,0.519627628,0.0656,0.09,0.105,0.0766,-0.016419622,0.006,-0.004574565,0.077,0.0256,0.001373734,-0.001918316,0.055832,0.05332
198604,235.52,8.0467,14.5833,0.529714459,0.0606,0.0879,0.1019,0.0782,-0.024584783,0.0052,-0.001838235,-0.008,0.0016,0.002458946,-0.002229328,-0.013348,-0.015054
198605,247.35,8.0733,14.6467,0.503540771,0.0615,0.0909,0.1029,0.0848,-0.021871955,0.0049,0.002762431,-0.0505,-0.0164,0.001369931,-0.002216698,0.055326,0.050804
198606,250.84,8.1,14.71,0.499281457,0.0621,0.0913,0.1034,0.079,-0.012293237,0.0052,0.005509642,0.0613,0.0218,0.001596519,-0.002562187,0.015744,0.01331
198607,236.12,8.1433,14.7567,0.532301401,0.0583,0.0888,0.1016,0.0809,-0.011286033,0.0052,0,-0.0108,0.0031,0.002415824,-0.002356723,-0.057541,-0.059378
198608,252.93,8.1867,14.8033,0.497803344,0.0553,0.0872,0.1018,0.0763,-0.009676952,0.0046,0.001826484,0.0499,0.0275,0.001260585,-0.002633002,0.074417,0.070076
198609,231.32,8.23,14.85,0.534629267,0.0521,0.0889,0.102,0.0827,-0.00513866,0.0045,0.004557885,-0.05,-0.0114,0.004207383,-0.00237943,-0.083243,-0.085664
198610,243.98,8.2467,14.7267,0.503245802,0.0518,0.0886,0.1024,0.0803,-0.008024504,0.0046,0.000907441,0.0289,0.0189,0.000990594,-0.002256776,0.056538,0.053813
198611,249.22,8.2633,14.6033,0.493671085,0.0535,0.0868,0.1007,0.0779,-0.002124438,0.0039,0.000906618,0.0267,0.0233,0.001730857,-0.002409017,0.024876,0.019717
198612,242.17,8.28,14.48,0.498430866,0.0553,0.0849,0.0997,0.0789,-0.011375999,0.0049,0.000905797,-0.0018,0.0117,0.001262342,-0.002240325,-0.027513,-0.030174
198701,274.08,8.3,14.6867,0.437897351,0.0543,0.0836,0.0972,0.0778,-0.005840659,0.0042,0.006334842,0.0161,0.0216,0.002478227,-0.0020475,0.135183,0.133724
198702,284.2,8.32,14.8933,0.424911983,0.0559,0.0838,0.0965,0.0763,-0.004505936,0.0043,0.003597122,0.0202,0.0058,0.001412247,-0.002041947,0.041778,0.037845
198703,291.7,8.34,15.1,0.428040214,0.0559,0.0836,0.0961,0.0795,-0.00221743,0.0047,0.004480287,-0.0223,-0.0087,0.001971095,-0.002037288,0.026336,0.023832
198704,288.36,8.4,14.8733,0.431471859,0.0564,0.0885,0.1004,0.0859,0.004493005,0.0044,0.005352364,-0.0473,-0.0502,0.004193906,-0.001725468,-0.009045,-0.011093
198705,290.1,8.46,14.6467,0.430490886,0.0566,0.0933,0.1051,0.088,0.006940958,0.0038,0.003549246,-0.0105,-0.0052,0.002489234,-0.001669804,0.009128,0.005199
198706,304,8.52,14.42,0.407892397,0.0567,0.0932,0.1052,0.0877,0.005202462,0.0048,0.003536693,0.0098,0.0155,0.001070421,-0.001750249,0.05014,0.047654
198707,318.66,8.5667,14.9,0.383543216,0.0569,0.0942,0.1061,0.0907,0.001882197,0.0046,0.002643172,-0.0178,-0.0119,0.00081816,-0.001654334,0.049843,0.047883
198708,329.8,8.6133,15.38,0.37045382,0.0604,0.0967,0.108,0.0936,0.001997436,0.0047,0.005272408,-0.0165,-0.0075,0.001776129,-0.001639377,0.039108,0.035441
198709,321.83,8.66,15.86,0.379966722,0.064,0.1018,0.1131,0.0992,0.006350332,0.0045,0.005244755,-0.0369,-0.0422,0.002534831,-0.002827205,-0.02194,-0.024079
198710,251.79,8.71,16.4067,0.494850843,0.0613,0.1052,0.1162,0.0926,0.01047774,0.006,0.002608696,0.0623,0.0507,0.070945138,-0.002900643,-0.215795,-0.217944
198711,230.3,8.76,16.9533,0.538027324,0.0569,0.1001,0.1123,0.0931,0.00989844,0.0035,0.000867303,0.0037,0.0125,0.006785455,-0.002787493,-0.081874,-0.086541
198712,247.08,8.81,17.5,0.508812016,0.0577,0.1011,0.1129,0.092,0.013274756,0.0039,0,0.0165,0.0212,0.006852188,-0.00270069,0.073922,0.071025
198801,257.07,8.8567,17.8633,0.503773835,0.0581,0.0988,0.1107,0.0852,0.008422745,0.0029,0.002599653,0.0666,0.0517,0.009157508,-0.002431406,0.042712,0.041086
198802,267.82,8.9033,18.2267,0.476197372,0.0566,0.094,0.1062,0.0854,0.008792264,0.0046,0.002592913,0.0052,0.0138,0.001967346,-0.002464067,0.047445,0.040574
198803,258.89,8.95,18.59,0.507529954,0.057,0.0939,0.1057,0.0901,0.00608003,0.0044,0.004310345,-0.0307,-0.0188,0.001659199,-0.002572201,-0.030847,-0.033368
198804,261.33,9.0433,19.6167,0.49647449,0.0591,0.0967,0.109,0.0929,0.005063672,0.0046,0.005150215,-0.016,-0.0149,0.003459561,-0.002816256,0.010516,0.008773
