sasdate,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,AMDMNOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx
7/1/74,0.00393042,0.000774366,0.003290702,-0.002290127,0.015965649,0.001757914,-0.001953715,0.00090732,-0.000387752,-0.002136302,0.000387197,0.002715276,0.005605464,-0.003970013,0.000357928,-0.000398241,-0.021850167,0.01418384,-0.2572,-129,-0.045574693,0.00373751,0.00238957,0.1,0.2,0.011547013,0.054518148,-0.002162163,-0.040151379,0.053062845,0.012681035,0.000407021,-0.005483192,0.00947734,-0.024662464,-0.001820811,-0.001471925,-0.002386468,0.002922307,0.002291681,0.00199774,0.00334214,0.000992064,0.003435345,39.7,0,40.1,7.182352112,5.062595033,5.799092654,6.29710932,5.65248918,6.909753282,4.983606622,5.416100402,5.918893854,5.556828062,0.029222065,0.026639389,0.019465241,-0.010331126,-0.0003825,0.000440637,-0.002011623,0.006622971,0.021681066,0.026724783,0.007458973,0.001116236,0.001942339,-0.000834151,-0.124109386,-0.082654383,0.552904732,-0.139354426,0.99,0.75,-0.35,-0.18,0.13,0.28,0.27,0.25,0.21,-0.99,-5.37,-4.98,-4.12,-4.54,-5.11,-4.2,-3.44,-0.00863276,0.027913651,-0.000251057,0.010192089,0.026924703,0.030521816,0.018598707,0.127448567,0,-0.018470794,-0.002092984,-0.002925773,-0.002323742,-0.004960347,-0.00380207,-0.002124516,0.002190755,-0.000109882,-0.002004911,0.00197317,-0.00105796,-0.002071852,0.000637566,-0.001976515,-0.00436093,-0.008073645,-0.00474352,-0.005568256,-0.00250364,-0.011705147,29.7672
8/1/74,-0.001677426,-0.001431875,0.007472399,-0.00974651,0.028043525,-0.01063393,-0.003435078,-0.001430893,-0.00138889,-0.001281173,-0.001438498,-0.003911963,-0.01817544,-0.020831429,-0.013430607,-0.009019833,-0.002783461,0.004740127,-0.976,-85,-0.011189872,-0.001660598,-0.001285982,0,-0.1,0.032329982,-0.077185785,0.038221213,0.063140897,0.002580647,0.098096718,-0.000216209,-0.002817024,0.009388363,0.003455087,-0.004620435,-0.005212417,-0.003660945,0.000887705,-0.000254372,0.001390803,-0.000431746,0.000247862,0.002795641,39.7,0.1,40.2,7.04053639,5.075173815,5.648974238,6.09356977,5.541263545,6.821107472,4.875197323,5.420534999,5.749392986,5.505331536,0.0401526,0.032674455,0.014363652,0,-8.82E-06,-0.001034149,-0.009046276,-0.015326876,-0.02975648,-0.023748903,-0.008377891,-0.004070598,-0.00215169,-0.000768654,-0.042236225,-0.089755824,0.231473308,-0.06040233,-0.91,-0.14,1.41,1.17,0.56,0.25,0.23,0.28,0.29,-0.22,-3.05,-2.9,-2.65,-3.38,-3.97,-3.01,-2.24,0.006858553,0.038111113,-0.018584755,0.003680609,-0.008127157,-0.009892458,0.007734185,-0.025885564,0,0.017208196,0.005993139,0.014206358,-0.00653326,0.002179729,0.011138452,0.001778659,-0.000129141,0.001943669,0.007673101,0.003911631,0.003035176,-0.004078966,0.0078576,0.001755958,0.006281722,0.020584065,0.004528663,0.009644507,0.003287685,0.014750311,29.1721
9/1/74,-0.001043844,-0.001222235,-0.010079234,-0.008507981,-0.024205248,0.000141471,-0.001676482,-0.000388992,-0.008685784,-0.002539188,-0.011404028,0.018022181,0.002042699,0.009694443,-0.003625711,0.000133202,-0.012351008,-0.025789587,-0.1866,-143,-0.079071838,0.004649231,0.000160838,0.4,-0.2,0.042767208,0.12472673,0.061604534,0.096580828,0.00770222,0.055130387,-0.000114483,-0.00522821,0.011468515,-0.012394804,-0.004209169,-0.004277054,-0.004099235,0.002044158,0.000127194,-0.000734523,0.00300668,0.000247801,0.006539154,39.5,-0.2,40,7.047517221,5.257495372,5.638354669,6.077642243,5.484796933,6.733401892,4.934473933,5.384495063,5.575949103,5.38907173,-0.059272633,0.014294605,0.020226036,0.041324504,0.000360299,0.00123032,-0.009641635,0.003804997,0.010774471,0.011790888,-0.004318276,-0.001407674,-0.003077491,-0.001304844,-0.109857143,-0.110819848,0.587749343,-0.127780851,-0.67,-0.43,-0.9,-0.58,-0.49,-0.26,0,0.24,0.41,0.02,-3.28,-2.81,-2.47,-2.97,-3.3,-2.1,-1.16,0.004045949,-0.010641179,-0.012483807,0.006611426,-0.007686321,-0.007576093,-0.042172613,-0.082853492,0,-0.020891508,0.001833652,-0.015711372,0.004245979,-0.002478635,-0.002041847,-0.000179156,-0.000126255,-0.002177524,-0.000180534,-0.000141733,-6.98E-05,0.003772931,-0.001897484,0.000132558,-0.002235744,-0.008179904,-0.002390211,-0.01260095,-0.011279779,-0.006521953,36.7628
10/1/74,0.003204378,0.002161401,-0.002769438,-0.017271552,-0.009415876,-0.003121433,-0.001486448,0.001071571,0.000255024,-0.01272717,0.00594997,0.000895393,-0.004857352,-0.005001271,-0.019656476,-0.00684377,0.038360636,0.017383038,-0.761,-238,-0.052626582,0.000324314,-0.000643508,0.1,0.3,0,0.052185753,0.048743523,0.067510292,0.017744445,0.095121162,0.000254388,-0.006725323,0.015184363,-0.009272087,-0.00694598,-0.006582147,-0.007535402,0.003175522,0.002667346,0.001337477,0.003948535,0.000495417,0.004289773,39.6,-0.1,40,6.975413927,5.049856007,5.556828062,6.063785209,5.416100402,6.71417053,4.9698133,5.379897354,5.533389489,5.347107531,-0.060352141,-0.004251269,0.018957048,0.030993377,0.001459019,0.001774401,-0.001768246,0.000938405,-0.008104476,0.035494179,-0.002059101,0.000250918,-0.002353097,-0.001775489,0.019192215,0.013367275,-0.095385186,0.004679309,-1.28,-1.81,-0.6,-0.79,-0.82,-0.4,-0.14,0.03,0.3,-0.51,-2.6,-2.32,-2.01,-2.09,-2.16,-0.79,0.42,-0.033974048,0.000937424,0.007097567,-0.003452832,0.007137456,0.008949622,0.021199007,0.069384115,0.098810924,-0.033163624,-0.006056517,-7.93E-06,-0.002184367,-0.002395927,-0.003773294,0.001686011,-0.002323685,-0.002112916,-0.005799036,-0.002078283,-0.003168584,-0.000152203,-0.00603884,-0.002079767,-0.000108062,-0.015554802,0.004392379,-1.61E-05,-0.001988678,0.000418525,38.3682
11/1/74,-0.005968409,-0.007869233,-0.010619569,-0.010758258,-0.005235442,-0.033487166,-0.024177664,-0.022655103,-0.028660934,-0.04860749,-0.020126552,-0.01473542,-0.043411943,-0.041315436,-0.031084485,-0.03032897,-0.05368383,-0.008582006,-2.6607,-232,-0.094024426,0.002676973,-0.004250644,0.6,-0.3,0.1140629,0.08030343,0.05092009,0.034988992,0.077333203,0.142689081,-0.004652802,-0.015035911,0.005529184,-0.01547665,-0.015751814,-0.01633414,-0.014808696,-0.000360347,-0.002540168,0.000550206,-0.004472305,0,0.003308522,39.1,-0.3,39.5,6.933423026,4.787491743,5.717027701,5.910796644,5.451038454,6.663132696,4.875197323,5.262690189,5.493061443,5.375278408,-0.014411112,-0.00480778,0.016257603,0.030993378,0.000342638,-0.000147821,-0.003832409,0.007497451,0.002691713,-0.027065527,-0.00036614,-0.000436839,0.000195715,-0.000472629,0.032585402,0.032968626,-0.161247151,0.022544044,-0.61,-0.6,0.01,-0.22,-0.39,-0.29,-0.22,-0.38,0.12,-0.5,-1.98,-1.93,-1.79,-1.77,-1.77,-0.56,1.15,-0.051827639,0.002370549,-0.003348936,0.004466106,0.001447568,0.001441691,-0.012554641,-0.021372217,-0.098810924,0.029913201,0.001882119,0.004184988,-4.02E-05,-0.002331993,-8.18E-05,-0.005730794,-7.76E-05,-6.48E-05,0.0018074,-9.43E-05,0.000316033,-0.006475549,0.002278518,0.000938461,-0.006234572,0.009256929,-0.011253695,-0.005676439,-0.0005639,0.014568387,27.2538
12/1/74,-0.000587019,-0.003696774,-0.00195448,-0.029751695,-0.015382024,-0.036434051,-0.032896491,-0.034273551,-0.033483753,-0.087192197,-0.011687582,-0.041328274,-0.040260774,-0.060991899,-0.051298626,-0.046244714,0.018337769,0.012239993,-3.8032,-239,-0.070819025,0.000150906,-0.005579687,0.6,0.5,0.02363717,0.114649874,0.161720739,0.121278987,0.224073351,0.135496244,-0.007863198,-0.020854425,-0.049858174,-0.013125912,-0.021471331,-0.024645625,-0.016355505,-0.002580274,-0.006506785,-0.003121846,-0.007197554,-0.000495417,0.001856245,39.1,-0.2,39.3,6.882437471,4.96284463,5.59471138,5.866468057,5.347107531,6.767343125,5.187385806,5.236441963,5.583496309,5.463831805,-0.086275647,-0.012716361,0.016697943,0.061986755,-0.003303065,-0.002028144,-0.003847152,0.004488664,0.005427412,0.005505397,-0.001621417,-0.000216731,0.001735553,-0.001033588,-0.067311622,-0.069331495,0.354047234,-0.074898471,-0.92,0.23,-0.32,-0.41,-0.35,-0.37,-0.25,0,0.03,0.65,-1.38,-1.42,-1.22,-1.22,-1.1,0.36,2.1,-0.055122208,0.001120425,0.001804667,0.000809881,-0.01969625,-0.021356235,-0.010434877,-0.058664945,0,-0.002870982,-0.002019192,-0.006997929,-3.97E-05,0.002188983,-8.03E-05,-8.48E-05,-7.63E-05,-6.37E-05,-8.67E-05,-0.001999038,0.000381411,-1.32E-05,2.19E-05,0.00072474,0.004056529,-5.90E-05,0.004429637,-0.00983849,0.004402556,0.006608227,28.2313
1/1/75,-0.000954272,-0.003091119,0.008139452,-0.002513806,0.036053753,-0.013894583,-0.019002205,-0.021707107,-0.023081825,-0.042606377,-0.01556507,-0.02374076,-0.008386054,-0.029359581,-0.022242207,-0.020627816,-0.047826126,0.018471261,-1.7104,-150,-0.065526726,0.003743792,-0.006019661,0.9,0.6,0.05236472,0.207116215,0.159308654,0.165686496,0.14989309,0.020775063,-0.004633911,-0.014861262,0.061105305,-0.004934434,-0.019922456,-0.021980945,-0.016627461,-0.000542162,-0.003269338,-0.004740718,-0.001032464,-0.001239618,0.004454656,38.9,-0.1,39.2,6.939253946,4.96284463,5.730099783,5.945420609,5.293304825,6.587550015,4.574710979,5.252273428,5.459585514,5.313205979,-0.006949835,-0.012701593,0.005585827,0,-0.002919842,0.000757616,-0.003053789,-0.024099413,0.018734838,0.016339589,-0.002942569,-0.002548487,0.000617397,-0.0006624,0.078676956,0.073439299,-0.373962518,0.077341857,-1.4,-1.79,-0.89,-0.75,-0.48,0.1,0.07,-0.06,0.18,0.26,-0.87,-0.77,-0.3,0.28,0.37,1.7,3.68,-0.029238429,-0.002422614,0.014024997,0.006656606,0.005305052,0.005292566,0.003454235,0.011584435,0,-0.001658263,-5.94E-05,0.001393728,-0.004197237,0.002130223,-0.00184099,-8.33E-05,-0.002223192,-6.27E-05,-0.003748114,-5.83E-05,-0.001651584,-0.005143457,-0.004129131,0.000707461,-0.002084265,-0.003088401,-0.002244274,-0.003472975,-0.014419437,-0.018022185,26.7976
2/1/75,-0.000477899,-0.004606818,0.008663459,-0.006484532,0.014438525,-0.023073069,-0.021933279,-0.021292785,-0.013491694,-0.028815168,-0.00773833,-0.033929492,-0.024304112,-0.032106133,-0.033114503,-0.027995865,0.03911573,-0.029657927,-2.2083,-58,-0.008544747,-0.003786905,-0.004342159,0,1,-0.1110113,-0.011402632,0.168833357,0.189464444,0.137324191,0.017601195,-0.004863476,-0.021249017,0.004185274,-0.03254686,-0.019798015,-0.021899723,-0.01645196,0.001571461,-0.002314221,-0.003676329,0.001126272,-0.001241157,0.008375658,38.6,-0.1,38.9,6.80682936,5.252273428,5.33753808,5.846438775,5.068904202,6.591673732,4.718498871,5.176149733,5.407171771,5.379897354,-0.013751619,-0.013707464,-0.002370165,0,0.005102712,0.003924599,0.00282364,-0.012316808,-0.081575941,-0.084179335,-0.007940348,0.0028177,0.002069939,-0.000320592,0.098862048,0.103632315,-0.440917255,0.09533362,-0.89,-1.03,-0.76,-0.74,-0.85,-0.3,-0.11,-0.21,-0.16,0.12,-0.74,-0.62,-0.26,0.87,1.15,2.38,4.41,-0.021876935,-0.027147343,0.014081484,0.005613487,-0.007070278,-0.007054681,-0.00690847,0.002443411,0,-0.011504069,-0.001957832,0.001387915,0.004145043,-0.000121834,-0.003558545,-8.18E-05,0.002092848,-0.002012979,-0.001856785,-0.003823877,-0.000793508,0.006258123,-0.00267838,-0.001262614,-3.67E-05,-0.006081349,0.004356968,0.021461936,0.009251334,-0.001574227,22.9871
3/1/75,0.000741826,-2.39E-05,-0.002143291,-0.030497429,-0.022885963,-0.011150291,-0.008185649,-0.002734442,0.002641757,0.01203005,-0.000866115,-0.017037601,-0.014360949,-0.015380232,-0.023252957,-0.013638392,0.04608716,-0.022368468,-1.1116,-70,-0.027187398,0.004184129,-0.000809655,0.5,0.1,0.08017321,0.005337413,0.119170208,0.149309289,0.070015129,0.003849331,-0.003516407,-0.011125249,0.003613122,-0.024504357,-0.008919928,-0.009147433,-0.008558817,-0.000577722,-0.002319589,-0.003477156,-0.000211079,-0.000496894,0.00047456,38.3,-0.1,38.8,6.900730664,4.736198448,5.517452896,5.991464547,5.438079309,6.563855527,4.634728988,5.123963979,5.370638028,5.407171771,-0.058435867,-0.017909496,-0.003600836,0.041324503,0.001069973,0.003284165,0.008080968,0.022532571,0.037334388,0.028339468,-0.005632638,-0.000473481,-0.004576627,-0.000843448,0.044918461,0.050340887,-0.172126281,0.046794651,-0.7,-0.3,-0.01,0,0.13,0.19,0.34,0.05,-0.17,0.52,-0.05,0.08,0.57,1.76,2.19,3.13,4.94,0.004196431,-0.01280092,0.009223548,1.00E-04,0.001765226,-1.25E-05,-0.003490237,0.015024922,0,0.037325552,-0.001924678,-0.001393718,0.00201692,-0.000119189,-1.24E-05,0.001694328,-0.006435437,-3.43E-05,-1.34E-05,-1.42E-05,-0.002035071,0.001816109,-0.002473375,-0.002752403,0.003947779,0.025543783,0.002085884,-0.018031029,-0.008243315,0.030332487,24.0618
4/1/75,0.001188597,-0.001173021,0.001149872,0.009968401,0.013747254,0.001822209,0.008515143,0.011459422,0.020873938,0.038550947,0.014153675,-0.005455007,-0.005499417,-0.015754804,0.00719333,-0.000178006,0.037229414,-0.005292216,-0.1283,6,-0.007564591,0.002508524,2.35E-05,0.2,1.1,-0.091091094,0.033280319,0.163338266,0.124486782,0.226000325,-0.039842934,-0.002455784,-0.00778618,-0.005564071,-0.017517478,-0.005593255,-0.010013208,0.001380474,-0.000415444,-0.003101178,-0.000558533,-0.003971896,0.000745249,0.002775053,38.7,0.1,39,6.91274282,4.852030264,5.433722004,5.993961427,5.509388337,6.763884909,4.890349128,5.351858133,5.645446898,5.476463552,0.056125432,-0.014904651,0.000315154,-0.020662252,-0.005801845,-0.000994025,0.007053098,0.008459094,0.037099405,0.037049737,0.008177688,-0.000672741,-0.000961743,-0.001043634,0.011157386,0.01448458,-0.032869325,0.014323255,-0.05,0.05,0.12,0.38,0.79,0.69,0.5,0.28,0.1,0.62,0.12,0.51,1.41,2.5,2.74,3.46,5.09,0.029908623,0.014645556,-0.019755482,0.010440065,0.008795131,0.012366009,0.008685117,0.055085464,0,-0.01255721,-1.43E-05,-0.001387925,-0.006196187,-0.002255666,-0.001758994,-0.003628122,0.004232768,-3.39E-05,-1.33E-05,-1.41E-05,2.44E-05,-0.001238044,6.30E-05,0.000310173,-0.008003995,-0.025509961,-0.01085787,0.003841087,0.007679675,-0.002379356,22.6474
5/1/75,0.006127845,0.005279705,0.019774612,-0.000229945,0.04520792,-0.002813229,0.000670338,0.002095173,0.004746592,0.024199954,-0.002833827,-0.013545205,-0.006661349,-0.017202051,0.008939326,-0.001188405,-0.034645109,-0.025432823,-0.199,-4,-0.008037042,0.005179339,0.003070795,0.2,0.5,0.045599586,-0.009979754,0.07909726,0.050142429,0.121923828,-0.051669126,0.002142615,-0.00056864,0.014677638,-0.003653229,-0.000776004,-0.004013907,0.004282662,0.003174663,0.00252044,0.000345795,0.005354828,0.001240849,0.002160557,38.9,0,39,7.021976423,5.043425117,5.552959585,6.045005314,5.655991811,6.817830571,4.905274778,5.472270674,5.605802066,5.59471138,-0.017225116,-0.013831398,-0.004210237,-0.010331126,0.011526981,0.002735798,0.011720425,-0.008482126,-0.028612791,-0.028695881,-0.003387348,-0.002864911,0.00223361,-0.001487117,0.061568463,0.063343833,-0.2447987,0.065625273,-0.27,-0.41,-0.38,-0.41,-0.51,-0.27,-0.17,-0.05,0.11,0.48,0.01,0.37,1.17,2.5,2.84,3.68,5.47,-0.019454101,-0.002625992,-0.02140259,0.017258714,-0.003554945,-0.0018209,-0.005224969,-0.013001319,0,-0.002848201,-0.001895708,0.001386002,-4.20E-06,-0.002198767,0.003481268,-0.003552225,-0.002143278,-0.003879701,-1.32E-05,-0.001881442,0.000558134,-0.007436079,0.002947331,0.001056706,0.001974303,0.002969563,0.004310352,0.011769913,0.003978724,-0.017223814,21.0543
6/1/75,0.017278386,0.002047035,0.001460609,0.008950288,-0.001105131,0.006442753,0.005783108,0.007551526,0.013666935,0.01043972,0.014923292,-0.007690514,0.007169212,0.000878139,0.028469132,0.008497727,-0.020983267,0.025183705,0.4971,170,0.027883766,-0.003296724,-0.001124082,-0.2,1.9,-0.060460755,-0.063647388,0.072945197,-0.010349381,0.180943197,-0.00663786,-0.001345131,-0.003751637,-0.000137466,-0.007346741,-0.003349686,-0.006495447,0.001525088,-0.000432316,0.001870063,-0.000425611,0.005186503,-0.000248047,-0.002904328,38.8,0,39.2,6.991176887,4.852030264,5.605802066,5.986452005,5.666426688,6.852242569,4.836281907,5.459585514,5.736572297,5.616771098,0.001925843,-0.015559195,-0.001759511,-0.030993377,0.000593005,0.002208864,0.008312229,0.011128347,0.011420391,0.008464667,-0.000588204,0.000346249,-0.014765745,-0.005264612,0.025206814,0.021443317,-0.087700871,0.02966553,0.33,-0.03,0.11,0.02,-0.1,-0.21,-0.2,-0.13,-0.07,0.12,-0.21,0.06,0.74,1.96,2.31,3.22,5.07,-0.005994982,0.006960915,-0.017475666,-0.00214112,0.003432895,0.001682869,0.003484324,-0.023280892,0,-0.011516665,0.005619711,-0.001386002,0.008125944,0.00207119,0.001701387,-1.23E-05,0.002076513,0.003835064,0.0017871,0.005577916,0.002286213,0.001901788,0.004750655,0.000758373,0.001950946,0.007377906,0.002120539,0.012197501,-0.076479894,0.010572841,18.9576
7/1/75,-0.011113264,-0.000404314,0.004035996,0.004953697,0.015502926,0.010139814,0.015783504,0.017362331,0.02522709,0.049148284,0.015682935,0.006394178,0.003839993,-0.001634932,0.02429754,0.013789311,0.008189383,0.024891972,0.8856,44,0.008913876,0.004754908,0.006294948,-0.2,-0.3,0.003475846,-0.107738638,0.034569637,0.002597404,0.070983227,-0.114257472,0.003248726,-0.001761947,0.000137466,-0.007115442,-0.000719252,-0.004949035,0.005774214,0.005139644,0.002894917,0.003187677,0.003767841,0.002725135,0.005194817,39.1,0.2,39.4,7.111512116,5.241747015,5.739792912,6.06610809,5.686975356,6.927557906,4.934473933,5.645446898,5.723585102,5.676753802,0.089658562,0.00220673,0.001794669,-0.020662252,-0.006803299,-0.003317782,0.003161663,-0.002902794,0.011519152,0.0115943,0.002387359,-0.001161641,0.022176903,0.001242756,0.000973552,0.000963855,-0.003907056,0.004579908,0.55,0.65,0.79,0.89,0.82,0.41,0.2,0.07,-0.07,0.22,0.03,0.4,1.01,1.82,1.96,2.74,4.45,0.046829728,0.009860037,-0.042920044,0.004374673,-7.46E-05,0.001638962,0.003484324,0.009638115,0,0.015617791,0.001797667,0.005524876,0.005891575,-7.12E-05,0.005084875,0.003466039,-0.002120557,0.00186992,0.007101041,0.001784852,0.002313731,0.002067912,0.005333031,0.000465453,-0.001989774,-0.005925828,-4.11E-05,-0.002034937,0.084975657,-0.012422673,17.4815
8/1/75,0.007459123,0.008409283,0.002540683,0.011663649,0.010728748,0.009787512,0.003683598,0.001799685,0.005439471,0.013536517,0.002120531,-0.006249133,0.01659847,0.02552928,0.013100486,0.010022889,0.006191116,-0.005753238,0.6143,-28,0.004368807,0.001498542,0.003950554,-0.2,0.6,-0.026012011,0.044413421,-0.027908788,-0.103776528,0.049435753,0.022372298,0.004976525,0.009251199,0.005619917,0.013053534,0.008715953,0.009578901,0.007396818,0.003364175,0.003206775,0.002040087,0.004678371,0.002470967,0.000605429,39.4,0.2,39.7,7.138867,4.997212274,5.846438775,6.169610732,5.66296048,6.901737207,4.905274778,5.525452939,5.755742214,5.676753802,0.005354003,-0.003628348,0.003824902,-0.020662251,-0.003183889,-0.004315804,0.004475764,-0.013756117,-0.020160652,-0.017374647,0.001416443,0.000944088,-0.004874836,-0.001309437,-0.076131026,-0.075932668,0.317305302,-0.061031973,0.04,0.27,0.31,0.44,0.59,0.41,0.34,0.11,0.04,0.45,0.3,0.8,1.56,2.19,2.26,2.81,4.45,0.024373479,0.00539111,-0.032663181,0.004355618,-7.33E-05,-0.00010556,0.005173739,-0.00495865,0,0.010089595,-0.005605531,-0.005524876,-0.008128053,-0.002146873,-0.010312282,-0.001773852,0.002055178,-0.003838554,-0.010736711,-0.005563947,-0.004254257,-0.000238324,-0.007074641,-0.003503114,0.003875737,-0.004404211,0.002066912,-0.002322208,-0.006348241,0.008396734,23.5821
9/1/75,0.002345538,0.002850179,0.002564375,0.002391741,0.001952853,0.012766676,0.012904777,0.015338089,0.014483654,0.019663894,0.012328237,0.014563377,0.012612068,0.017074904,0.025021537,0.01641297,0.003004531,0.041269021,1.0911,66,0.008531568,0.00042471,0.0005217,0,0.5,0.024623122,-0.005922183,0.015256884,-0.060804494,0.082130827,-0.015046258,0.000971622,0.005087152,0.00177535,0.007303403,0.004743842,0.002846069,0.007641059,-0.000589702,0.001087965,0.005121583,0.000254135,0.002464877,-0.003098271,39.5,0,39.8,7.142036575,4.990432587,5.726847748,6.22059017,5.726847748,6.96979067,4.997212274,5.568344504,5.811140993,5.768320996,-0.002206477,-0.00601601,0.004891352,0,0.004207073,0.000337289,0.001157121,0.004575827,0.014421863,0.011560694,0.003362767,0.000755756,0.002942285,-0.000327189,-0.012208157,-0.013077552,0.053167494,0.000448062,0.1,0.2,-0.02,-0.02,0.05,0.04,0.03,0,0.02,0.55,0.18,0.68,1.51,2.13,2.19,2.71,4.37,0.011580132,0.006465478,-0.014722614,-0.008827724,-0.001756985,-0.003464772,-0.005215719,0.013961046,0,0.008501872,0.003656112,0.001376463,0.007750047,0.002025083,0.003392687,0.001689892,0.00201692,0.003752135,0.007051559,0.003629574,0.000641973,0.000644806,-0.004028238,0.003748187,-0.003921337,0.004399905,-0.002160782,-0.011342935,-0.004872359,0.004539279,23.1596
10/1/75,0.00468549,0.004295227,-9.04E-05,0.001220005,0.006607364,0.004292135,0.002926426,0.00202557,0.001543299,-0.004200196,0.003906473,0.003086912,0.005799076,-0.002291467,0.016134504,0.005168035,-0.026833546,-0.028220949,0.2531,1,0.001205393,0.000689769,0.001054162,0,-0.7,0.028769107,0.014740212,-0.077608188,-0.052581747,-0.098569553,-0.055409441,0.004031847,0.004687362,0.006392405,0.00391062,0.004721444,0.000293959,0.011427,0.003782342,0.002300027,0.001184257,0.003447544,0.002458816,0.005113724,39.5,-0.1,39.9,7.203405521,5.003946306,5.860786223,6.204557763,5.855071922,6.999422468,4.934473933,5.627621114,5.831882477,5.823045895,-0.015120689,-0.00901593,0.005283661,-0.010331126,-0.006666625,-0.002174196,0.000880718,0.003652133,-0.002894358,0.005847953,-9.09E-06,0.003989441,-0.001151488,-0.000890631,0.045031852,0.044589111,-0.204230521,0.059271786,-0.42,-0.44,-0.46,-0.67,-0.8,-0.4,-0.29,-0.09,0.01,0.53,0.14,0.43,1.13,2.15,2.32,3.04,4.8,-0.017420876,0.008061209,-0.012849798,-0.001169933,0.00162814,0.001625496,0.006814156,-0.014271172,0,-0.014265577,-0.001873509,0.002741594,-0.009866987,-6.80E-05,0.001659065,-0.003460048,-0.002106201,-0.001923948,-0.0018209,-0.001859579,0.000839704,-0.00020199,0.005064727,-0.001691138,-1.50E-05,-0.005865107,-0.002120557,0.005338439,0.001845675,-0.013746795,21.4832
11/1/75,-5.57E-05,0.00217577,0.007564878,-0.001467343,0.00414447,0.001417076,9.64E-05,-0.000566099,0.003450316,0.000411157,0.004691912,-0.001975795,0.002873955,0.002754745,0.004534036,0.001528858,-0.012564512,0.007469688,-0.0256,97,0.01679144,-0.000180355,0.000995221,-0.1,1.2,-0.0859684,-0.019844434,0.036513731,-0.081386613,0.12755709,-0.050263058,0.001868256,0.002708637,0.000271113,0.004728141,0.002411128,0.003325512,0.001032372,0.001548057,0.001912656,0.002652905,0.001552697,0.000981836,0.000201322,39.5,0.1,39.9,7.215239979,5.093750201,5.80814249,6.29156914,5.780743516,7.012115294,4.94875989,5.65248918,5.84932478,5.82008293,0.00998375,-0.003727527,-0.000728319,0.010331126,0.005944008,0.00274482,0.001814035,0.008113025,0,-0.002940976,6.81E-05,-0.001615395,0.002567858,-1.09E-05,0.016793946,0.016085066,-0.080673145,0.027704574,-0.6,-0.57,-0.48,-0.45,-0.46,-0.17,-0.09,-0.08,-0.06,0.56,0.26,0.58,1.27,2.58,2.83,3.56,5.34,-0.003498283,0.000690714,-0.004092376,-0.010985888,-0.005057454,-0.005048942,-0.006860911,-0.020070242,0,-0.002836881,0.001780094,-0.001382077,0.007629201,-0.010260682,-0.001718988,0.00169044,0.006029268,0.001825566,-0.001783339,0.001767515,0.00061913,-0.000249772,-0.002478667,0.002815917,0.001902696,0.011704539,0.002055178,0.001606917,0.005101679,0.008145288,16.8989
